date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:28:29	99549/99549	---M--	200	added ('OK')	image/jpeg	etag:%225f23fed7-184dd%22	https://ingridkuhn.com/themes/alphabet/img/gallery11.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery11.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:29	94792/94792	---M--	200	added ('OK')	image/jpeg	etag:%225f23fed8-17248%22	https://ingridkuhn.com/themes/alphabet/img/gallery12.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery12.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:29	44094/44094	---M--	200	added ('OK')	image/jpeg	etag:%225f23fecd-ac3e%22	https://ingridkuhn.com/themes/alphabet/img/blogprev1.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/blogprev1.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:30	52451/52451	---M--	200	added ('OK')	image/jpeg	etag:%225f23fecd-cce3%22	https://ingridkuhn.com/themes/alphabet/img/blogprev2.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/blogprev2.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:30	63780/63780	---M--	200	added ('OK')	image/jpeg	etag:%225f23fece-f924%22	https://ingridkuhn.com/themes/alphabet/img/blogprev3.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/blogprev3.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:30	53816/53816	---M--	200	added ('OK')	image/jpeg	etag:%225f23fecf-d238%22	https://ingridkuhn.com/themes/alphabet/img/blogprev4.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/blogprev4.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:30	45912/45912	---M--	200	added ('OK')	image/jpeg	etag:%225f23fecf-b358%22	https://ingridkuhn.com/themes/alphabet/img/blogprev5.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/blogprev5.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:30	63332/63332	---M--	200	added ('OK')	image/jpeg	etag:%225f23fed0-f764%22	https://ingridkuhn.com/themes/alphabet/img/blogprev6.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/blogprev6.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:31	5707/5707	---M--	200	added ('OK')	image/png	etag:%225f23fee0-164b%22	https://ingridkuhn.com/themes/alphabet/img/parallaxobject3.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/parallaxobject3.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:31	85663/85663	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23fef0-14e9f%22	https://ingridkuhn.com/themes/alphabet/js/jquery.min.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/js/jquery.min.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:31	36822/36822	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23feed-8fd6%22	https://ingridkuhn.com/themes/alphabet/js/bootstrap.min.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/js/bootstrap.min.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:31	5285/5285	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23fef1-14a5%22	https://ingridkuhn.com/themes/alphabet/js/main.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/js/main.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:32	22003/22003	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23fef0-55f3%22	https://ingridkuhn.com/themes/alphabet/js/jquery.isotope.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/js/jquery.isotope.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:32	44449/44449	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23fef3-ada1%22	https://ingridkuhn.com/themes/alphabet/js/mc-validate.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/js/mc-validate.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:32	2226/2226	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23feed-8b2%22	https://ingridkuhn.com/themes/alphabet/js/contact.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/js/contact.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:33	220764/220764	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23fef3-35e5c%22	https://ingridkuhn.com/themes/alphabet/js/plugins.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/js/plugins.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:33	59725/59725	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23ff46-e94d%22	https://ingridkuhn.com/themes/alphabet/layerslider/js/greensock.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/layerslider/js/greensock.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:34	414/414	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23ff46-19e%22	https://ingridkuhn.com/themes/alphabet/layerslider/js/layerslider.load.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/layerslider/js/layerslider.load.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:34	21110/21110	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23ff48-5276%22	https://ingridkuhn.com/themes/alphabet/layerslider/js/layerslider.transitions.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/layerslider/js/layerslider.transitions.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:35	54761/54761	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23ff47-d5e9%22	https://ingridkuhn.com/themes/alphabet/layerslider/js/layerslider.kreaturamedia.jquery.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/layerslider/js/layerslider.kreaturamedia.jquery.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:36	1945/1945	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f23ff4c-799%22	https://ingridkuhn.com/themes/alphabet/switcher/js/dmss.js	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/js/dmss.js	(from https://ingridkuhn.com/themes/alphabet/)
05:28:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:37%20GMT	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.eot	(from https://ingridkuhn.com/themes/alphabet/css/bootstrap.css)
05:28:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:37%20GMT	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regulard41d.eot	(from https://ingridkuhn.com/themes/alphabet/css/bootstrap.css)
05:28:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:37%20GMT	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.woff2	(from https://ingridkuhn.com/themes/alphabet/css/bootstrap.css)
05:28:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:38%20GMT	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.woff	(from https://ingridkuhn.com/themes/alphabet/css/bootstrap.css)
05:28:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:38%20GMT	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.ttf	(from https://ingridkuhn.com/themes/alphabet/css/bootstrap.css)
05:28:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:39%20GMT	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons-halflings-regular.svg	(from https://ingridkuhn.com/themes/alphabet/css/bootstrap.css)
05:28:39	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f23ff4f-ed5f%22	https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.3.0	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfonte0a5.eot	(from https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/css/font-awesome.min.css)
05:28:39	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f23ff4f-ed5f%22	https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/css/font-awesome.min.css)
05:28:39	56780/56780	---M--	200	added ('OK')	application/font-woff2	etag:%225f23ff52-ddcc%22	https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfonte0a5.woff2	(from https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/css/font-awesome.min.css)
05:28:39	71508/71508	---M--	200	added ('OK')	application/font-woff	etag:%225f23ff51-11754%22	https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.3.0	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfonte0a5.woff	(from https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/css/font-awesome.min.css)
05:28:40	122092/122092	---M--	200	added ('OK')	application/octet-stream	etag:%225f23ff50-1dcec%22	https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfonte0a5.ttf	(from https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/css/font-awesome.min.css)
05:28:40	313962/313962	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f23ff54-4ca6a%22	https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.3.0	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/font-awesome/fonts/fontawesome-webfonte0a5.svg	(from https://ingridkuhn.com/themes/alphabet/fonts/font-awesome/css/font-awesome.min.css)
05:28:41	24164/24164	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f23ff3d-5e64%22	https://ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.eot	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.eot	(from https://ingridkuhn.com/themes/alphabet/fonts/flaticons/flaticon.css)
05:28:41	24164/24164	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f23ff3d-5e64%22	https://ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.eot?	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticond41d.eot	(from https://ingridkuhn.com/themes/alphabet/fonts/flaticons/flaticon.css)
05:28:41	16244/16244	---M--	200	added ('OK')	application/font-woff	etag:%225f23ff3e-3f74%22	https://ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.woff	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.woff	(from https://ingridkuhn.com/themes/alphabet/fonts/flaticons/flaticon.css)
05:28:41	23988/23988	---M--	200	added ('OK')	application/octet-stream	etag:%225f23ff3e-5db4%22	https://ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.ttf	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.ttf	(from https://ingridkuhn.com/themes/alphabet/fonts/flaticons/flaticon.css)
05:28:42	178982/178982	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f23ff40-2bb26%22	https://ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.svg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/flaticons/Flaticon.svg	(from https://ingridkuhn.com/themes/alphabet/fonts/flaticons/flaticon.css)
05:28:42	14079/14079	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f23ff40-36ff%22	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.eot	(from https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/bootstrap-glyphicons.css)
05:28:42	14079/14079	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f23ff40-36ff%22	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regulard41d.eot	(from https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/bootstrap-glyphicons.css)
05:28:42	16448/16448	---M--	200	added ('OK')	application/font-woff	etag:%225f23ff42-4040%22	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.woff	(from https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/bootstrap-glyphicons.css)
05:28:43	29512/29512	---M--	200	added ('OK')	application/octet-stream	etag:%225f23ff42-7348%22	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.ttf	(from https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/bootstrap-glyphicons.css)
05:28:43	63384/63384	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f23ff41-f798%22	https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/fonts/glyphicons/glyphicons-halflings-regular.svg	(from https://ingridkuhn.com/themes/alphabet/fonts/glyphicons/bootstrap-glyphicons.css)
05:28:43	47618/47618	---M--	200	added ('OK')	image/jpeg	etag:%225f23ff1e-ba02%22	https://ingridkuhn.com/themes/alphabet/videos/placeholder-video.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/videos/placeholder-video.jpg	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:44	79747/79747	---M--	200	added ('OK')	image/png	etag:%225f23fede-13783%22	https://ingridkuhn.com/themes/alphabet/img/kids.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/kids.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:44	25458/25458	---M--	200	added ('OK')	image/png	etag:%225f23fedf-6372%22	https://ingridkuhn.com/themes/alphabet/img/kidsbg.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/kidsbg.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:44	2765/2765	---M--	200	added ('OK')	image/png	etag:%225f23fec8-acd%22	https://ingridkuhn.com/themes/alphabet/img/bggrass.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/bggrass.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:44	6266/6266	---M--	200	added ('OK')	image/png	etag:%225f23fec8-187a%22	https://ingridkuhn.com/themes/alphabet/img/bgdots.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/bgdots.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:45	6270/6270	---M--	200	added ('OK')	image/png	etag:%225f23fec8-187e%22	https://ingridkuhn.com/themes/alphabet/img/bgdots2.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/bgdots2.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:45	96119/96119	---M--	200	added ('OK')	image/png	etag:%225f23fec8-17777%22	https://ingridkuhn.com/themes/alphabet/img/bg1.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/bg1.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:45	21492/21492	---M--	200	added ('OK')	image/png	etag:%225f23fec8-53f4%22	https://ingridkuhn.com/themes/alphabet/img/bgcity.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/bgcity.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:46	122749/122749	---M--	200	added ('OK')	image/jpeg	etag:%225f23fecb-1df7d%22	https://ingridkuhn.com/themes/alphabet/img/blogheader.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/blogheader.jpg	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:46	527/527	---M--	200	added ('OK')	image/png	etag:%225f23fedd-20f%22	https://ingridkuhn.com/themes/alphabet/img/hr.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/hr.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:46	9377/9377	---M--	200	added ('OK')	image/png	etag:%225f23fedf-24a1%22	https://ingridkuhn.com/themes/alphabet/img/lined_paper.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/lined_paper.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:47%20GMT	https://ingridkuhn.com/themes/alphabet/css/images/layers.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/css/images/layers.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:47	16475/16475	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Feb%202022%2004:28:48%20GMT	https://www.ingridkuhn.com/themes/alphabet/css/images/layers.png	C:/My%20Web%20Sites/Daycare2/www.ingridkuhn.com/themes/alphabet/css/images/layers.93.delayed	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:48%20GMT	https://ingridkuhn.com/themes/alphabet/css/images/layers-2x.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/css/images/layers-2x.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:48	16475/16475	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Feb%202022%2004:28:49%20GMT	https://www.ingridkuhn.com/themes/alphabet/css/images/layers-2x.png	C:/My%20Web%20Sites/Daycare2/www.ingridkuhn.com/themes/alphabet/css/images/layers-2x.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:49%20GMT	https://ingridkuhn.com/themes/alphabet/css/images/marker-icon.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/css/images/marker-icon.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:49	16475/16475	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Feb%202022%2004:28:49%20GMT	https://www.ingridkuhn.com/themes/alphabet/css/images/marker-icon.png	C:/My%20Web%20Sites/Daycare2/www.ingridkuhn.com/themes/alphabet/css/images/marker-icon.png	(from https://ingridkuhn.com/themes/alphabet/css/style.css)
05:28:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:50%20GMT	https://ingridkuhn.com/themes/alphabet/css/owl.video.play.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/css/owl.video.play.png	(from https://ingridkuhn.com/themes/alphabet/css/owl.carousel.css)
05:28:50	16475/16475	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Feb%202022%2004:28:50%20GMT	https://www.ingridkuhn.com/themes/alphabet/css/owl.video.play.png	C:/My%20Web%20Sites/Daycare2/www.ingridkuhn.com/themes/alphabet/css/owl.video.play.png	(from https://ingridkuhn.com/themes/alphabet/css/owl.carousel.css)
05:28:50	6682/6682	---M--	200	added ('OK')	image/png	etag:%225f23ff5d-1a1a%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:50	1097/1097	---M--	200	added ('OK')	image/png	etag:%225f23ff5d-449%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite_x.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite_x.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:50	1162/1162	---M--	200	added ('OK')	image/png	etag:%225f23ff5d-48a%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite_y.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite_y.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:51	1358/1358	---M--	200	added ('OK')	image/png	etag:%225f23ff5d-54e%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite_next.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite_next.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:51	1376/1376	---M--	200	added ('OK')	image/png	etag:%225f23ff5d-560%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite_prev.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/sprite_prev.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:51	1537/1537	---M--	200	added ('OK')	image/png	etag:%225f23ff5c-601%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/default_thumb.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/default_thumb.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:51	6331/6331	---M--	200	added ('OK')	image/gif	etag:%225f23ff5c-18bb%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/loader.gif	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/default/loader.gif	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:52	4099/4099	---M--	200	added ('OK')	image/png	etag:%225f23ff60-1003%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/light_rounded/sprite.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/light_rounded/sprite.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:52	1411/1411	---M--	200	added ('OK')	image/png	etag:%225f23ff5f-583%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/light_rounded/btnNext.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:52	1442/1442	---M--	200	added ('OK')	image/png	etag:%225f23ff5f-5a2%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/light_rounded/btnPrevious.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/light_rounded/btnPrevious.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:52	4076/4076	---M--	200	added ('OK')	image/png	etag:%225f23ff5a-fec%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/sprite.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/sprite.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:53	130/130	---M--	200	added ('OK')	image/png	etag:%225f23ff5a-82%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/contentPattern.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/contentPattern.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:53	1411/1411	---M--	200	added ('OK')	image/png	etag:%225f23ff59-583%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/btnNext.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/btnNext.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:53	1442/1442	---M--	200	added ('OK')	image/png	etag:%225f23ff59-5a2%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/btnPrevious.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/btnPrevious.png	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:53	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225f23ff5a-9f1%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/loader.gif	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_rounded/loader.gif	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
05:28:53	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225f23ff5b-9f1%22	https://ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_square/loader.gif	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/prettyPhoto/dark_square/loader.gif	(from https://ingridkuhn.com/themes/alphabet/css/prettyPhoto.css)
